Id,CreationDate,Reputation,UpVotes,DownVotes,NumPosts,TotalScore,TotalViews,TotalComments
"16194500","2021-06-11 06:05:44","1","0","0","0","","",""
"26834345","2024-08-15 08:11:23","1","0","0","0","","",""
"19822714","2022-08-22 17:50:36","1","0","0","0","","",""
"12029139","2019-09-06 07:22:46","1","0","0","0","","",""
"14105369","2020-08-14 12:56:23","1","0","0","0","","",""
"11607393","2019-06-06 06:01:19","1","0","0","1","0","","1"
"20233340","2022-10-13 16:19:23","1","0","0","0","","",""
"22595380","2023-09-19 20:07:40","1","0","0","0","","",""
"17333677","2021-11-05 05:06:31","1","0","0","0","","",""
"13370283","2020-04-21 09:56:27","1","0","0","0","","",""
"2001873","2013-01-22 21:37:54","1","0","0","0","","",""
"16454803","2021-07-15 11:22:37","1","0","0","0","","",""
"15469872","2021-03-24 13:06:22","1","0","0","0","","",""
"3605500","2014-05-05 18:49:47","1","0","0","0","","",""
"23418646","2024-02-16 04:23:50","1","0","0","0","","",""
"12526940","2019-12-12 18:57:06","1","0","0","0","","",""
"4492519","2015-01-25 17:35:20","1","0","0","0","","",""
"15078909","2021-01-25 18:03:04","1","0","0","0","","",""
"1957156","2013-01-08 06:45:58","1","0","0","0","","",""
"26665457","2024-08-06 18:03:14","1","0","0","0","","",""
"26789518","2024-08-12 23:44:31","1","0","0","0","","",""
"14772354","2020-12-06 04:15:14","1","0","0","1","0","61","4"
"16972894","2021-09-22 07:23:02","29","0","0","1","2","2365","3"
"15837361","2021-05-04 23:35:15","1","0","0","0","","",""
"17173262","2021-10-17 08:54:22","81","0","0","1","8","","2"
"11379000","2019-04-18 12:39:41","1","0","0","0","","",""
"27741960","2024-10-10 22:24:34","1","0","0","0","","",""
"5535371","2015-11-06 22:44:20","1","0","0","0","","",""
"23841182","2024-03-27 12:24:15","1","0","0","0","","",""
"16350962","2021-06-30 13:52:01","1","0","0","0","","",""
"10935257","2019-01-18 19:51:20","51","4","0","8","5","6379","11"
"16646005","2021-08-12 02:33:25","1","0","0","0","","",""
"28714066","2024-12-10 10:45:07","1","0","0","0","","",""
"11360803","2019-04-15 00:06:37","1","0","0","0","","",""
"22264716","2023-07-21 15:09:24","67","0","0","2","5","228","13"
"392519","2010-07-15 09:33:19","345","86","3","31","24","44796","31"
"20053064","2022-09-21 14:06:41","1","0","0","1","0","151","5"
"9934557","2018-06-13 07:48:42","1","0","0","0","","",""
"1492527","2012-06-30 03:58:35","1","0","0","1","0","561","1"
"11459313","2019-05-06 12:03:31","1","0","0","0","","",""
"11460349","2019-05-06 15:35:40","1","0","0","0","","",""
"10334852","2018-09-08 14:20:24","1","0","0","0","","",""
"11675100","2019-06-20 09:13:52","1","0","0","0","","",""
"2109365","2013-02-26 00:50:09","21","0","0","1","2","409","0"
"7053752","2016-10-21 14:44:47","1","0","0","0","","",""
"14711222","2020-11-26 06:37:10","1","0","0","0","","",""
"25148555","2024-05-20 14:37:58","1","0","0","0","","",""
"8350811","2017-07-22 18:02:43","1","0","0","0","","",""
"1898612","2012-12-12 17:14:06","551","7","0","30","44","41571","43"
"25679364","2024-06-22 18:37:19","1","0","0","0","","",""
"14156952","2020-08-24 11:03:22","49","7","0","7","4","2534","15"
"16732062","2021-08-23 10:01:04","1","0","0","0","","",""
"12807365","2020-01-29 15:29:07","1","0","0","0","","",""
"7317696","2016-12-19 17:58:02","1","0","0","0","","",""
"3740127","2014-06-14 10:06:09","194","166","2","19","17","17494","29"
"14686464","2020-11-22 13:49:11","1","0","0","0","","",""
"19389820","2022-06-22 09:32:22","1","0","0","0","","",""
"3799455","2014-07-02 21:54:21","1","0","0","0","","",""
"440163","2010-09-05 19:10:08","53","0","0","6","5","6530","5"
"10537790","2018-10-21 22:12:03","1","0","0","0","","",""
"17463778","2021-11-20 10:57:03","1","0","0","0","","",""
"10224409","2018-08-14 11:57:44","1","0","0","0","","",""
"10666993","2018-11-17 12:28:44","1","0","0","0","","",""
"25661723","2024-06-21 08:06:27","1","0","0","0","","",""
"29752652","2025-02-22 09:35:10","1","0","0","0","","",""
"14445432","2020-10-13 23:10:38","3","0","0","3","-3","931","2"
"11717404","2019-06-29 12:55:21","1","0","0","0","","",""
"6134737","2016-03-30 12:39:59","41","7","0","3","3","3780","6"
"26594896","2024-08-01 03:06:45","1","0","0","0","","",""
"2417014","2013-05-24 09:46:20","1","0","0","0","","",""
"4076201","2014-09-24 18:36:22","1","0","0","0","","",""
"24372219","2024-04-15 22:57:06","1","0","0","0","","",""
"23422166","2024-02-16 13:39:40","1","0","0","0","","",""
"7813629","2017-04-04 10:32:40","21","0","0","2","1","5188","2"
"12189578","2019-10-09 15:10:26","465","2","2","1","45","","6"
"8430039","2017-08-07 16:57:38","1","0","0","0","","",""
"28826502","2024-12-17 17:45:59","1","0","0","0","","",""
"6724747","2016-08-17 05:48:16","9","0","0","5","-5","578","19"
"27339988","2024-09-16 08:19:22","1","0","0","0","","",""
"11229054","2019-03-19 22:07:56","1","0","0","0","","",""
"14784086","2020-12-08 03:25:09","13","0","0","2","1","3590","6"
"19429430","2022-06-27 19:10:29","1","0","0","0","","",""
"12685321","2020-01-09 20:32:02","98","1","0","5","5","54","2"
"22986460","2023-11-26 07:13:23","1","0","0","0","","",""
"2232806","2013-04-01 16:21:02","1","0","0","0","","",""
"14084048","2020-08-11 01:38:28","1","0","0","0","","",""
"15847043","2021-05-05 21:47:22","3","0","0","1","0","44","1"
"13812682","2020-06-25 12:57:54","1","0","0","0","","",""
"15035960","2021-01-19 09:44:26","1","0","0","0","","",""
"29717392","2025-02-19 20:45:21","1","0","0","0","","",""
"6261298","2016-04-27 11:50:04","1","0","0","0","","",""
"10575905","2018-10-29 16:02:55","1","0","0","0","","",""
"18606045","2022-03-28 08:47:35","1","0","0","0","","",""
"25663435","2024-06-21 10:22:46","1","0","0","0","","",""
"24353332","2024-04-15 11:18:35","1","0","0","0","","",""
"26473870","2024-07-23 03:44:25","1","0","0","0","","",""
"3062138","2013-12-03 15:42:44","1","0","0","0","","",""
"10487050","2018-10-11 01:26:24","1","0","0","0","","",""
"11764617","2019-07-10 11:11:14","1","0","0","0","","",""
"1184885","2012-02-02 10:51:36","59","0","0","13","5","5619","8"
"6780377","2016-08-31 19:37:35","1","0","0","1","0","2052","0"
"29624410","2025-02-13 05:24:31","1","0","0","0","","",""
"5289459","2015-09-01 17:04:43","1","0","0","1","0","1546","0"
"17113185","2021-10-09 10:20:00","1","0","0","1","0","","1"
"17483402","2021-11-22 23:08:56","1","0","0","0","","",""
"5227315","2015-08-14 12:13:30","23","0","0","4","-2","600","13"
"21335229","2023-03-05 07:55:01","1","0","0","0","","",""
"2518506","2013-06-25 03:21:34","31","0","0","2","3","2532","0"
"2494781","2013-06-17 19:57:56","571","35","0","34","40","34688","43"
"16058127","2021-05-28 09:32:12","1","0","0","0","","",""
"15881594","2021-05-10 00:03:58","13","0","0","1","1","159","0"
"29156582","2025-01-11 17:21:15","1","0","0","0","","",""
"12539986","2019-12-15 09:57:27","1","0","0","0","","",""
"30047386","2025-03-24 19:57:00","1","0","0","0","","",""
"20233222","2022-10-13 16:02:12","1","0","0","0","","",""
"13477002","2020-05-05 18:17:45","1","0","0","0","","",""
"26647445","2024-08-05 16:23:00","1","0","0","0","","",""
"27880509","2024-10-19 06:14:29","1","0","0","0","","",""
"17221879","2021-10-22 17:09:13","1","0","0","0","","",""
"25370614","2024-06-02 07:41:59","1","0","0","0","","",""
"9518057","2018-03-19 16:31:29","1","0","0","0","","",""
"19093698","2022-05-11 12:19:23","1","0","0","0","","",""
"2858746","2013-10-08 13:20:48","16","0","0","1","0","","0"
"6508352","2016-06-24 09:53:12","1","0","0","0","","",""
"14106242","2020-08-14 15:40:43","1","0","0","0","","",""
"8684713","2017-09-27 17:14:45","1","0","0","0","","",""
"18710415","2022-04-05 07:37:03","1","0","0","0","","",""
"17829299","2022-01-04 07:15:04","1","0","0","0","","",""
"7182403","2016-11-19 14:02:19","91","0","0","1","9","","0"
"26582025","2024-07-31 05:25:57","1","0","0","0","","",""
"12077776","2019-09-17 06:36:12","1","0","0","0","","",""
"21580234","2023-04-06 10:08:54","1","0","0","0","","",""
"13885941","2020-07-07 15:55:31","1","0","0","0","","",""
"3941363","2014-08-14 12:33:25","1","0","0","0","","",""
"27823837","2024-10-16 03:04:12","1","0","0","0","","",""
"15756958","2021-04-24 20:14:10","1","0","0","0","","",""
"18804986","2022-04-14 15:57:23","1","0","0","1","0","","2"
"5413712","2015-10-06 11:16:28","13","0","0","3","-6","1693","6"
"12757383","2020-01-21 21:28:37","1","0","0","0","","",""
"5967860","2016-02-23 10:18:04","1","0","0","0","","",""
"20629202","2022-11-29 03:36:12","1","0","0","0","","",""
"23657502","2024-03-19 07:26:00","1","0","0","0","","",""
"14898508","2020-12-27 23:49:31","1","0","0","0","","",""
"9665189","2018-04-18 15:17:59","11","0","0","1","0","3505","1"
"20566995","2022-11-21 22:13:41","1","0","0","0","","",""
"12234698","2019-10-17 18:55:23","1","0","0","1","-1","1500","0"
"57914","2009-01-22 14:28:59","6893","35","2","7","678","447007","2"
"14665190","2020-11-18 22:34:26","1","0","0","0","","",""
"29915083","2025-03-06 12:37:25","1","0","0","0","","",""
"12976114","2020-02-27 22:40:09","1","0","0","0","","",""
"29179840","2025-01-13 15:08:53","1","0","0","0","","",""
"12163938","2019-10-04 10:19:33","1","0","0","0","","",""
"27053300","2024-08-27 20:39:01","1","0","0","0","","",""
"13220819","2020-04-04 13:23:43","1","0","0","0","","",""
"27028760","2024-08-26 17:42:44","1","0","0","0","","",""
"24304708","2024-04-13 13:20:19","1","0","0","0","","",""
"27720138","2024-10-09 18:25:43","1","0","0","0","","",""
"18976739","2022-04-28 14:29:30","1","0","0","0","","",""
"7182919","2016-11-19 17:11:07","1","0","0","0","","",""
"28794515","2024-12-15 18:40:09","1","0","0","0","","",""
"14721980","2020-11-27 22:26:56","1","0","0","0","","",""
"21775431","2023-04-29 21:03:38","1","0","0","0","","",""
"684258","2011-03-30 15:45:25","151","0","0","1","15","12030","0"
"22949271","2023-11-20 06:21:26","1","0","0","0","","",""
"17256041","2021-10-27 01:22:57","1","0","0","0","","",""
"9074261","2017-12-08 20:24:44","779","192","3","31","60","171882","37"
"6088805","2016-03-20 07:17:31","1","0","0","0","","",""
"19153953","2022-05-19 13:17:05","1","0","0","0","","",""
"25497929","2024-06-09 22:20:25","1","0","0","0","","",""
"24822628","2024-05-01 17:03:56","1","0","0","1","0","61","0"
"7392177","2017-01-08 23:16:37","1","0","0","0","","",""
"17476524","2021-11-22 06:33:28","1","0","0","0","","",""
"2959454","2013-11-06 07:55:50","1","0","0","1","0","56","0"
"10995400","2019-01-31 11:01:10","1","0","0","1","0","34","4"
"17443590","2021-11-18 02:43:05","1","0","0","1","0","","0"
"11413293","2019-04-25 23:53:30","29","0","0","4","0","3025","9"
"24054205","2024-04-06 09:29:29","1","0","0","0","","",""
"14927568","2021-01-02 14:29:04","1","0","0","0","","",""
"23117704","2023-12-17 18:19:46","1","0","0","0","","",""
"17905842","2022-01-11 18:10:47","1","0","0","0","","",""
"3078629","2013-12-07 21:56:42","149","0","0","7","14","25737","14"
"1849578","2012-11-24 14:11:21","1","0","0","0","","",""
"29672029","2025-02-17 01:02:18","1","0","0","0","","",""
"6059673","2016-03-14 07:49:23","1","0","0","0","","",""
"24835720","2024-05-02 12:20:00","1","0","0","0","","",""
"4716315","2015-03-26 11:55:50","1","0","0","0","","",""
"15584225","2021-04-08 15:05:11","1","0","0","0","","",""
"1138860","2012-01-09 14:18:35","1211","679","4","49","101","50283","88"
"12654001","2020-01-04 20:58:42","1","0","0","0","","",""
"12843289","2020-02-05 05:43:04","1","0","0","0","","",""
"16327876","2021-06-27 14:16:46","1","0","0","0","","",""
"4861261","2015-05-04 07:14:25","65","0","0","8","1","3212","26"
"18127650","2022-02-05 13:31:08","13","0","0","4","1","1146","4"
"4774686","2015-04-10 17:18:21","1","0","0","0","","",""
"10693402","2018-11-23 00:45:42","1","0","0","0","","",""
"25861788","2024-06-30 08:14:09","1","0","0","0","","",""
"27985551","2024-10-25 13:08:00","1","0","0","0","","",""
"26602185","2024-08-01 11:48:01","1","0","0","0","","",""
"13957385","2020-07-19 09:47:30","1","0","0","0","","",""
"25221531","2024-05-24 05:55:28","1","0","0","0","","",""
"1074440","2011-11-30 23:27:28","312","31","0","18","26","95536","39"
"18474018","2022-03-15 15:16:50","1","0","0","0","","",""
"29750053","2025-02-22 04:07:03","1","0","0","0","","",""
"14381584","2020-10-02 18:48:16","1","0","0","0","","",""
"4765800","2015-04-08 19:23:54","1","0","0","1","0","","1"
"21571952","2023-04-05 09:42:57","1","0","0","0","","",""
"14050882","2020-08-04 23:46:00","1","0","0","0","","",""
"16530155","2021-07-26 15:23:30","1","0","0","0","","",""
"16784262","2021-08-30 05:48:12","1","0","0","0","","",""
"11061967","2019-02-14 12:11:10","1","0","0","0","","",""
"27437355","2024-09-24 09:12:52","1","0","0","0","","",""
"19830423","2022-08-23 15:56:30","11","0","0","1","1","340","1"
"3187645","2014-01-12 15:51:47","1","0","0","2","0","406","2"
"17188002","2021-10-19 03:35:30","1","0","0","0","","",""
"1014696","2011-10-26 13:58:43","11","0","0","1","1","","0"
"6558164","2016-07-06 21:30:21","1","0","0","1","0","","1"
"26415616","2024-07-18 04:51:10","1","0","0","0","","",""
"2485738","2013-06-14 10:47:51","393","30","0","30","34","80953","30"
"10180992","2018-08-04 19:06:01","15","0","0","3","1","1486","11"
"25394119","2024-06-03 13:46:12","1","0","0","0","","",""
"10244173","2018-08-18 19:17:05","1","0","0","0","","",""
"2204451","2013-03-24 12:17:04","1","0","0","0","","",""
"28738816","2024-12-11 18:32:35","1","0","0","0","","",""
"19814629","2022-08-21 15:52:04","1","0","0","0","","",""
"10795760","2018-12-15 20:23:34","1","0","0","0","","",""
"4194401","2014-10-29 13:59:39","1","0","0","0","","",""
"19303542","2022-06-09 03:48:30","1","0","0","1","0","104","3"
"10749208","2018-12-05 11:43:36","1","0","0","0","","",""
"17567800","2021-12-02 03:59:38","1","0","0","0","","",""
"23909208","2024-03-30 22:09:45","1","0","0","0","","",""
"7788063","2017-03-29 19:51:08","33","44","0","3","3","70","1"
"29790816","2025-02-25 09:08:50","1","0","0","0","","",""
"27945738","2024-10-23 08:26:30","1","0","0","0","","",""
"27673719","2024-10-07 14:04:52","1","0","0","0","","",""
"29338431","2025-01-23 19:44:20","1","0","0","0","","",""
"29469302","2025-02-02 13:06:30","1","0","0","0","","",""
"7238593","2016-12-01 22:18:17","1","0","0","0","","",""
"17811165","2022-01-01 19:20:55","1","0","0","0","","",""
"5701370","2015-12-20 20:39:11","1","0","0","0","","",""
"23527115","2024-03-04 11:01:31","1","0","0","2","0","257","8"
"20039485","2022-09-20 05:47:55","1","0","0","0","","",""
"1663224","2012-09-11 14:51:21","1","0","0","0","","",""
"16731081","2021-08-23 07:38:15","1","0","0","0","","",""
"23816936","2024-03-26 13:29:03","1","0","0","0","","",""
"30073104","2025-03-26 21:46:52","1","0","0","0","","",""
"2495538","2013-06-18 02:49:04","1","0","0","0","","",""
"20480156","2022-11-11 17:50:39","1","0","0","0","","",""
"15338898","2021-03-05 19:16:19","1","0","0","0","","",""
"25853495","2024-06-30 02:31:27","1","0","0","0","","",""
"12843803","2020-02-05 07:38:32","1","0","0","0","","",""
"3353114","2014-02-25 20:39:46","101","0","0","0","","",""
"28797906","2024-12-16 03:16:32","1","0","0","0","","",""
"2187279","2013-03-19 15:49:50","1","0","0","0","","",""
"11636226","2019-06-12 10:41:49","13","0","0","1","1","882","10"
"4995866","2015-06-10 16:32:21","1","0","0","0","","",""
"23119281","2023-12-18 05:11:57","1","0","0","0","","",""
"14155030","2020-08-24 03:59:21","1","0","0","0","","",""
"10311400","2018-09-03 16:59:59","1","0","0","1","0","533","6"
"14328451","2020-09-23 15:27:35","1","0","0","0","","",""
"22509338","2023-09-06 09:53:16","1","0","0","0","","",""
"1760520","2012-10-19 20:51:43","11","0","0","1","1","71","1"
"1977019","2013-01-14 10:29:48","1","0","0","0","","",""
"8931372","2017-11-13 07:52:49","3","0","0","1","-1","550","0"
"19169416","2022-05-21 17:42:34","1","0","0","0","","",""
"10379566","2018-09-18 09:41:14","231","13","0","2","23","2677","9"
"10201234","2018-08-09 05:26:28","15","0","0","2","1","632","0"
"3042648","2013-11-27 16:27:38","1","0","0","0","","",""
"10167025","2018-08-01 16:45:04","1","0","0","0","","",""
"9777981","2018-05-11 18:15:17","1","0","0","0","","",""
"8448340","2017-08-11 01:42:47","3","0","0","1","0","1356","0"
"15158598","2021-02-06 14:50:09","1","0","0","0","","",""
"14808672","2020-12-11 15:36:01","1","0","0","0","","",""
"15707275","2021-04-20 14:58:51","1","0","0","0","","",""
"30038787","2025-03-24 06:36:21","1","0","0","0","","",""
"23906474","2024-03-30 17:12:40","1","0","0","0","","",""
"14640864","2020-11-15 05:03:41","1","0","0","0","","",""
"18044648","2022-01-27 06:33:36","1","0","0","0","","",""
"29395237","2025-01-28 04:43:14","1","0","0","0","","",""
"14529719","2020-10-27 15:07:56","1","0","0","0","","",""
"16409253","2021-07-08 17:56:12","1","0","0","0","","",""
"16102467","2021-06-02 05:49:36","1","0","0","0","","",""
"10756546","2018-12-06 19:18:45","1","0","0","0","","",""
"17889737","2022-01-10 08:08:15","1","0","0","0","","",""
"21380103","2023-03-11 20:36:38","1","0","0","0","","",""
"20670365","2022-12-02 22:02:30","1","0","0","0","","",""
"16250521","2021-06-17 07:49:48","1","0","0","0","","",""
"19027521","2022-05-03 20:18:05","1","0","0","0","","",""
"23028495","2023-12-02 17:47:57","1","0","0","0","","",""
"19129168","2022-05-16 16:08:36","1","0","0","0","","",""
"20004067","2022-09-15 13:19:00","1","0","0","0","","",""
"17453679","2021-11-19 05:32:43","1","0","0","0","","",""
"12498130","2019-12-07 23:09:12","1","0","0","0","","",""
"13263380","2020-04-08 20:53:37","1","0","0","0","","",""
"10867903","2019-01-04 14:12:10","31","0","0","1","3","185","0"
"26571007","2024-07-30 09:16:28","1","0","0","0","","",""
"28599842","2024-12-03 05:17:51","1","0","0","0","","",""
"27294730","2024-09-11 22:02:01","1","0","0","0","","",""
"25588416","2024-06-15 23:49:34","1","0","0","0","","",""
"27172930","2024-09-03 01:23:11","19","1","0","3","0","249","23"
"9655413","2018-04-16 20:56:38","1","0","0","0","","",""
"25522064","2024-06-11 08:53:57","1","0","0","0","","",""
"11514407","2019-05-17 07:50:00","1","0","0","0","","",""
"20349441","2022-10-27 13:27:33","1","0","0","0","","",""
"26244439","2024-07-08 13:08:28","1","0","0","0","","",""
"18116958","2022-02-04 07:10:41","1","0","0","0","","",""
"14769441","2020-12-05 13:55:43","1","0","0","0","","",""
"23433269","2024-02-18 08:25:06","1","0","0","1","0","","1"
"25691352","2024-06-24 01:08:19","1","0","0","0","","",""
"21271168","2023-02-23 07:37:53","1","0","0","0","","",""
"376429","2010-06-25 15:43:16","1","0","0","1","0","","0"
"16570307","2021-08-01 05:38:32","1","0","0","0","","",""
"16205567","2021-06-12 09:14:50","1","0","0","0","","",""
"8115207","2017-06-05 15:31:30","13","0","0","3","1","1187","1"
"28707101","2024-12-10 01:50:48","1","0","0","0","","",""
"15025909","2021-01-17 19:58:30","1","0","0","0","","",""
"7648117","2017-03-02 14:41:44","79","1","0","3","6","9959","4"
"11661606","2019-06-18 00:22:13","1","0","0","0","","",""
"25512334","2024-06-10 18:14:12","21","0","0","3","1","51","0"
"10576239","2018-10-29 17:10:40","1","0","0","0","","",""
"19037817","2022-05-04 23:31:35","1","0","0","0","","",""
"9072934","2017-12-08 14:29:48","31","2","0","3","3","","0"
"24824094","2024-05-01 19:04:44","1","0","0","0","","",""
"29828379","2025-02-27 19:32:32","1","0","0","0","","",""
"24197132","2024-04-10 15:02:54","1","0","0","0","","",""
"3847852","2014-07-17 06:35:50","1","0","0","0","","",""
"18696974","2022-04-04 02:44:00","1","0","0","1","0","717","0"
"6186233","2016-04-11 03:37:38","21","10","0","1","2","","0"
"7322914","2016-12-20 20:59:29","101","10","0","0","","",""
"7499710","2017-02-01 10:06:25","1","0","0","0","","",""
"25990716","2024-07-03 21:09:38","1","0","0","0","","",""
"22312678","2023-07-31 07:01:25","1","0","0","0","","",""
"10514882","2018-10-16 18:57:26","1","0","0","0","","",""
"16622778","2021-08-09 07:22:03","1","0","0","0","","",""
"969722","2011-09-28 18:25:10","172","8","0","13","12","","7"
"9024170","2017-11-29 07:06:26","1","0","0","0","","",""
"23486538","2024-02-26 19:46:23","1","0","0","0","","",""
"9117673","2017-12-19 11:01:11","44","0","0","1","3","","0"
"18547969","2022-03-22 21:39:16","1","0","0","0","","",""
"24002551","2024-04-04 07:57:37","1","0","0","0","","",""
"19114896","2022-05-14 08:51:54","1","0","0","0","","",""
"8758726","2017-10-11 11:50:26","1","0","0","0","","",""
"9314513","2018-02-05 02:01:29","1","0","0","0","","",""
"20362937","2022-10-29 02:42:41","1","0","0","0","","",""
"29973948","2025-03-14 03:47:10","1","0","0","0","","",""
"12882284","2020-02-12 00:51:05","11","0","0","8","-1","722","44"
"26619389","2024-08-02 20:29:55","1","0","0","0","","",""
"25746830","2024-06-26 13:35:51","1","0","0","0","","",""
"11656213","2019-06-16 21:25:24","520","12","0","13","49","5869","21"
"17828443","2022-01-04 05:14:56","111","8","0","24","-8","1532","74"
"13181521","2020-04-01 09:34:04","1","0","0","0","","",""
"29063966","2025-01-05 18:32:30","1","0","0","0","","",""
"25985586","2024-07-03 17:08:01","1","0","0","0","","",""
"5279459","2015-08-29 09:01:31","1","0","0","0","","",""
"26113203","2024-07-05 14:39:08","1","0","0","0","","",""
"20491707","2022-11-13 09:57:09","13","0","0","2","-1","111","7"
"4449106","2015-01-13 11:41:02","3","0","0","2","-1","37","4"
"9370443","2018-02-16 16:02:37","41","0","0","5","0","361","0"
"22038762","2023-06-07 23:20:02","1","0","0","0","","",""
"21160104","2023-02-06 18:50:32","1","0","0","0","","",""
"7352609","2016-12-29 05:39:44","1","0","0","0","","",""
"632817","2011-02-24 17:45:49","9","0","0","3","-1","909","1"
"25993909","2024-07-03 23:57:13","1","0","0","0","","",""
"2948856","2013-11-02 23:21:50","1","0","0","0","","",""
"16011397","2021-05-23 23:26:00","1","0","0","0","","",""
"2399241","2013-05-19 15:58:41","1","0","0","0","","",""
"13273041","2020-04-09 19:52:55","1","0","0","0","","",""
"15382977","2021-03-12 13:34:51","13","0","0","9","-6","4852","43"
"17233793","2021-10-24 11:55:16","1","0","0","0","","",""
"2221841","2013-03-29 00:12:03","23","0","0","1","2","474","13"
"5773049","2016-01-11 10:12:42","1","0","0","0","","",""
"13703994","2020-06-08 05:22:41","1","0","0","0","","",""
"3003437","2013-11-18 05:24:13","1","0","0","1","0","40","3"
"12032819","2019-09-06 23:15:21","1","0","0","0","","",""
"6708909","2016-08-12 10:12:44","1","0","0","0","","",""
"2526958","2013-06-27 07:00:55","1","0","0","0","","",""
"14157658","2020-08-24 13:18:12","3","0","0","3","0","372","2"
"7925953","2017-04-26 14:03:54","1","0","0","0","","",""
"9795368","2018-05-15 16:06:07","43","12","0","4","4","1246","0"
"27188504","2024-09-04 06:45:24","1","0","0","0","","",""
"19406964","2022-06-24 10:11:53","1","0","0","0","","",""
"12186013","2019-10-09 05:24:47","1","0","0","0","","",""
"7595168","2017-02-20 20:39:48","1","0","0","0","","",""
"16826612","2021-09-03 23:35:48","1","0","0","0","","",""
"5605362","2015-11-25 17:37:01","1","0","0","0","","",""
"2417541","2013-05-24 12:42:14","1","0","0","0","","",""
"498911","2010-11-05 23:39:54","73","0","0","2","7","3975","0"
"3869432","2014-07-23 15:20:46","1","0","0","0","","",""
"227287","2009-12-08 16:42:03","23","0","0","1","2","1771","0"
"20015934","2022-09-16 21:50:35","1","0","0","0","","",""
"21089874","2023-01-26 22:39:43","1","0","0","0","","",""
"2311436","2013-04-23 13:07:38","1","0","0","0","","",""
"9908237","2018-06-07 10:21:47","21","0","0","1","2","3185","1"
"7804702","2017-04-02 13:31:56","1","0","0","0","","",""
"27830428","2024-10-16 10:06:43","1","0","0","0","","",""
"5534225","2015-11-06 16:06:56","1692","46","2","52","150","278588","91"
"26186289","2024-07-07 17:56:07","1","0","0","0","","",""
"29035203","2025-01-03 08:00:51","1","0","0","0","","",""
"11167468","2019-03-07 19:42:54","1","0","0","0","","",""
"7157721","2016-11-14 16:00:16","1","0","0","0","","",""
"13194601","2020-04-02 07:45:53","1","0","0","0","","",""
"26338390","2024-07-11 16:10:02","1","0","0","0","","",""
"12097265","2019-09-20 19:44:38","1","0","0","0","","",""
"1675098","2012-09-16 02:11:42","1","0","0","0","","",""
"19117175","2022-05-14 17:19:06","1","0","0","0","","",""
"24729162","2024-04-27 13:02:02","1","0","0","0","","",""
"24914126","2024-05-07 12:27:28","1","0","0","0","","",""
"25895109","2024-07-01 12:50:54","1","0","0","0","","",""
"6060167","2016-03-14 09:50:33","1","0","0","0","","",""
"17783129","2021-12-28 18:20:05","1","0","0","0","","",""
"4650527","2015-03-09 16:05:22","11","0","0","1","0","1883","1"
"4900726","2015-05-14 16:24:11","1","0","0","0","","",""
"20089437","2022-09-26 10:34:05","1","0","0","0","","",""
"2670849","2013-08-10 16:39:42","1","0","0","0","","",""
"12464526","2019-12-01 16:32:22","1","0","0","0","","",""
"25605987","2024-06-17 13:45:31","1","0","0","0","","",""
"28281477","2024-11-13 14:31:45","1","0","0","0","","",""
"6606355","2016-07-19 03:42:44","1","0","0","0","","",""
