Id,CreationDate,LastAccessDate,Reputation,UpVotes,DownVotes,NumPosts,TotalScore,TotalViews,TotalComments
2798343,9/20/2013 8:19,12/9/2013 20:19,1,0,0,0,,,
12398581,11/19/2019 15:24,2/11/2025 10:02,1,0,0,1,0,,0
1651954,9/6/2012 12:22,3/16/2015 16:09,1,0,0,0,,,
13072695,3/16/2020 20:08,5/3/2021 14:38,21,0,0,1,2,,0
3906163,8/4/2014 10:10,9/4/2014 12:23,13,0,0,1,1,96,1
18925489,4/24/2022 3:43,4/24/2022 3:43,1,0,0,0,,,
16656686,8/13/2021 7:22,8/13/2021 10:34,1,0,0,0,,,
24055476,4/6/2024 10:33,4/6/2024 10:33,1,0,0,0,,,
14590688,11/6/2020 13:26,12/23/2020 20:13,1,0,0,1,0,36,3
4341552,12/9/2014 13:10,9/9/2015 6:34,1,0,0,1,0,,1
17999565,1/22/2022 4:56,1/22/2022 4:56,1,0,0,0,,,
11839966,7/26/2019 6:42,7/26/2019 9:08,1,0,0,0,,,
9183063,1/7/2018 3:26,2/2/2018 19:45,1,0,0,0,,,
21476389,3/23/2023 20:03,4/28/2023 15:25,1,0,0,0,,,
16349244,6/30/2021 9:52,8/29/2022 5:57,3,0,0,3,0,1575,6
21467503,3/23/2023 9:27,3/23/2023 9:27,1,0,0,0,,,
13687890,6/5/2020 13:51,6/27/2020 9:32,1,0,0,0,,,
6025396,3/6/2016 13:12,4/10/2016 19:39,1,0,0,0,,,
12755802,1/21/2020 16:15,9/21/2021 6:42,1,0,0,0,,,
6951314,10/10/2016 21:17,12/14/2016 14:16,1,0,0,0,,,
11629030,6/11/2019 4:58,6/12/2019 5:05,1,0,0,0,,,
5965454,2/22/2016 21:59,4/25/2022 14:39,15,0,0,4,-1,1578,6
17228245,10/23/2021 14:33,11/1/2021 7:52,1,0,0,0,,,
17562966,12/1/2021 14:25,1/25/2022 3:29,1,0,0,0,,,
26876484,8/19/2024 11:48,8/19/2024 11:48,1,0,0,0,,,
6432887,6/7/2016 1:14,1/8/2020 3:37,3,0,0,2,0,316,2
6666617,8/2/2016 8:10,11/30/2020 14:37,1,0,0,0,,,
13862227,7/4/2020 0:56,7/4/2020 0:56,1,0,0,0,,,
13448074,5/1/2020 12:59,9/17/2021 13:08,1,0,0,1,0,26,3
9808370,5/17/2018 20:14,5/4/2021 14:24,1,0,0,0,,,
3435265,3/18/2014 22:24,10/31/2024 22:28,21,0,0,1,2,,0
1118972,12/28/2011 9:00,4/25/2012 7:12,25,0,0,1,2,123,0
21071532,1/24/2023 9:20,3/23/2023 8:49,1,0,0,0,,,
26900839,8/20/2024 14:51,11/7/2024 10:36,1,0,0,0,,,
14611588,11/10/2020 9:35,11/10/2020 9:35,1,0,0,0,,,
26575582,7/30/2024 14:57,1/13/2025 21:52,1,0,0,0,,,
25180689,5/22/2024 6:07,12/25/2024 6:46,1,0,0,0,,,
23670824,3/20/2024 5:12,9/6/2024 8:07,1,0,0,0,,,
17387914,11/11/2021 16:02,12/21/2022 23:49,1,0,0,0,,,
24675711,4/25/2024 12:44,4/25/2024 12:44,1,0,0,0,,,
27921399,10/22/2024 1:49,12/4/2024 18:39,1,0,0,0,,,
2276951,4/13/2013 7:51,5/15/2013 14:29,1,0,0,0,,,
29836765,2/28/2025 11:40,2/28/2025 11:40,1,0,0,0,,,
7834083,4/7/2017 17:24,4/7/2017 17:24,1,0,0,1,0,118,1
11818667,7/22/2019 10:41,11/1/2022 2:12,1,0,0,3,0,878,5
13464774,5/4/2020 5:49,5/4/2020 6:11,1,0,0,0,,,
10860891,1/3/2019 4:51,3/17/2025 5:23,1,0,0,0,,,
29220793,1/16/2025 6:16,2/10/2025 6:45,1,0,0,0,,,
10905291,1/12/2019 16:35,1/27/2019 0:26,1,0,0,0,,,
25080267,5/16/2024 13:03,5/16/2024 13:03,1,0,0,0,,,
27939537,10/22/2024 23:31,10/22/2024 23:31,1,0,0,0,,,
23225262,1/10/2024 15:06,1/10/2024 15:06,1,0,0,0,,,
4082709,9/26/2014 9:15,10/24/2014 5:03,1,0,0,0,,,
5295555,9/3/2015 7:09,9/14/2015 6:27,1,0,0,0,,,
17967842,1/18/2022 19:37,8/3/2022 10:25,1,0,0,0,,,
20136472,10/1/2022 9:30,10/9/2022 7:31,1,0,0,0,,,
29667965,2/16/2025 15:18,2/16/2025 15:18,1,0,0,0,,,
1642570,9/3/2012 1:09,8/4/2020 4:38,61,8,0,2,6,1571,0
10634981,11/11/2018 3:42,11/22/2019 7:49,1,0,0,0,,,
1414052,5/24/2012 3:44,4/10/2013 15:29,1,0,0,0,,,
28409236,11/21/2024 7:03,1/8/2025 3:38,1,0,0,0,,,
28887761,12/22/2024 1:40,12/22/2024 1:40,1,0,0,0,,,
29587874,2/10/2025 19:34,2/10/2025 19:34,1,0,0,0,,,
18455278,3/13/2022 16:20,9/3/2022 12:25,1,0,0,0,,,
27067600,8/28/2024 17:37,8/28/2024 17:37,1,0,0,0,,,
25408359,6/4/2024 8:44,6/4/2024 8:44,1,0,0,0,,,
25345560,5/31/2024 9:35,6/21/2024 9:13,1,0,0,1,0,73,0
6565662,7/8/2016 14:01,7/24/2023 12:51,305,24,0,10,17,5157,6
5450506,10/15/2015 16:16,10/15/2015 17:38,1,0,0,0,,,
1965687,1/10/2013 6:21,1/18/2013 11:19,1,0,0,0,,,
12540004,12/15/2019 10:02,6/10/2024 13:26,1,0,0,0,,,
18230212,2/17/2022 5:35,8/10/2022 4:14,1,0,0,0,,,
25696703,6/24/2024 9:36,12/6/2024 11:37,1,0,0,0,,,
13683187,6/4/2020 21:38,4/24/2023 18:32,75,17,0,11,6,5530,12
21240990,2/18/2023 17:58,12/17/2024 13:24,27,2,0,6,2,646,5
25038002,5/14/2024 11:42,11/19/2024 11:15,1,0,0,0,,,
13928839,7/14/2020 12:02,7/13/2022 23:42,11,0,0,2,1,232,7
23416262,2/15/2024 18:58,10/28/2024 15:25,1,0,0,0,,,
14160174,8/24/2020 21:38,8/24/2020 22:38,1,0,0,0,,,
19967676,9/11/2022 0:40,5/20/2023 21:12,1,0,0,1,0,31,3
4734125,3/31/2015 13:28,10/14/2024 11:23,1,0,0,0,,,
21912880,5/17/2023 10:55,5/17/2023 10:55,1,0,0,0,,,
13331305,4/16/2020 14:26,4/16/2020 16:51,1,0,0,0,,,
3964563,8/21/2014 14:11,3/17/2022 17:04,1,0,0,0,,,
21245321,2/19/2023 15:26,5/4/2023 8:56,1,0,0,0,,,
13710181,6/9/2020 1:00,5/11/2021 11:40,1,0,0,0,,,
5186933,8/3/2015 19:14,9/14/2024 21:01,13,0,0,2,1,787,2
22409344,8/18/2023 7:48,8/18/2023 8:20,1,0,0,0,,,
25790455,6/28/2024 8:47,6/30/2024 6:24,1,0,0,0,,,
26896333,8/20/2024 13:31,3/13/2025 6:42,1,0,0,1,0,88,0
28707333,12/10/2024 2:16,12/10/2024 2:16,1,0,0,0,,,
9066608,12/7/2017 9:49,4/22/2019 16:58,1,0,0,0,,,
4244345,11/12/2014 14:48,12/1/2014 13:57,1,0,0,0,,,
22286070,7/26/2023 5:37,7/26/2023 5:56,1,0,0,0,,,
24669770,4/25/2024 9:25,3/11/2025 10:00,1,0,0,0,,,
25478035,6/8/2024 7:00,7/10/2024 17:07,1,0,0,0,,,
20232578,10/13/2022 14:43,10/13/2022 14:43,1,0,0,0,,,
20397108,11/2/2022 11:29,5/3/2023 10:18,1,0,0,0,,,
25830637,6/29/2024 10:41,11/21/2024 3:55,1,0,0,0,,,
19950830,9/8/2022 14:43,9/11/2022 10:46,1,0,0,1,0,,0
11295906,4/1/2019 23:25,4/1/2025 19:53,1,0,0,1,0,,2
28167288,11/6/2024 18:04,11/6/2024 18:04,1,0,0,0,,,
28710732,12/10/2024 7:15,12/10/2024 8:02,1,0,0,0,,,
29125416,1/9/2025 13:03,1/9/2025 13:03,1,0,0,0,,,
18036307,1/26/2022 9:16,4/15/2022 10:33,1,0,0,0,,,
11495477,5/13/2019 23:35,5/13/2019 23:35,1,0,0,0,,,
13850749,7/2/2020 3:07,3/22/2025 9:02,129,0,0,4,12,618,1
12275930,10/25/2019 20:43,10/25/2019 22:33,1,0,0,0,,,
22277369,7/24/2023 14:59,8/22/2023 6:24,1,0,0,0,,,
6615758,7/20/2016 21:05,7/21/2016 2:00,1,0,0,0,,,
8138811,6/9/2017 18:42,2/3/2023 9:27,1,0,0,0,,,
20694677,12/5/2022 18:26,12/5/2022 18:26,1,0,0,0,,,
3022940,11/22/2013 18:37,11/22/2013 18:37,1,0,0,0,,,
3183015,1/10/2014 18:25,10/23/2015 17:34,179,0,0,3,17,16829,0
25263667,5/27/2024 5:54,5/27/2024 5:54,1,0,0,0,,,
16568386,7/31/2021 17:20,1/2/2022 12:41,1,0,0,0,,,
13882898,7/7/2020 7:28,11/26/2020 6:19,1,0,0,0,,,
8313607,7/15/2017 23:09,10/17/2017 22:26,3,0,0,2,0,114,2
8426105,8/6/2017 22:42,5/31/2023 13:11,1059,13,0,30,90,48389,33
7622124,2/25/2017 15:46,4/22/2020 15:17,21,0,0,1,2,1521,0
20521942,11/16/2022 16:10,11/16/2022 16:10,1,0,0,0,,,
26789501,8/12/2024 23:40,4/2/2025 0:00,1,0,0,0,,,
4743143,4/2/2015 15:15,6/24/2015 11:14,1,0,0,0,,,
16334180,6/28/2021 12:38,6/29/2021 15:57,1,0,0,0,,,
10241500,8/17/2018 23:34,7/23/2024 23:59,1,0,0,0,,,
23200442,1/5/2024 11:35,11/2/2024 17:39,21,6,0,3,1,133,0
10050722,7/8/2018 21:08,10/28/2021 15:47,51,1,0,6,4,1585,21
25806146,6/28/2024 12:03,6/29/2024 13:35,1,0,0,0,,,
17287311,10/30/2021 11:55,9/29/2023 13:58,19,1,0,1,1,512,0
25095067,5/17/2024 7:46,5/17/2024 7:46,1,0,0,0,,,
8553477,9/3/2017 1:59,3/7/2025 11:18,1,0,0,0,,,
11908876,8/9/2019 18:44,5/22/2023 20:13,67,4,0,3,4,3848,5
27142469,8/31/2024 17:57,8/31/2024 17:57,1,0,0,0,,,
2212325,3/26/2013 15:56,9/27/2016 3:15,35,0,0,3,3,17048,1
2936110,10/30/2013 11:32,1/29/2025 23:23,55,13,0,6,5,644,5
3768723,6/23/2014 19:05,10/14/2014 23:35,1,0,0,0,,,
4708452,3/24/2015 16:42,10/27/2024 16:31,1,0,0,0,,,
23033399,12/3/2023 16:28,7/21/2024 15:33,1,0,0,0,,,
28323900,11/15/2024 22:38,2/11/2025 23:27,1,0,0,0,,,
15262104,2/22/2021 19:09,4/3/2025 20:09,1,0,0,1,0,799,2
19577603,7/19/2022 7:52,3/22/2025 18:30,1,0,0,0,,,
20983458,1/11/2023 13:43,1/13/2023 3:07,1,0,0,0,,,
12468421,12/2/2019 13:04,2/24/2020 8:12,1,0,0,0,,,
28316681,11/15/2024 13:01,11/15/2024 13:01,1,0,0,0,,,
24855599,5/3/2024 14:56,10/9/2024 14:44,1,0,0,0,,,
28616479,12/4/2024 2:12,3/14/2025 5:32,1,0,0,0,,,
6995550,10/11/2016 8:59,10/11/2016 8:59,1,0,0,0,,,
11080535,2/18/2019 17:56,2/18/2019 17:56,1,0,0,0,,,
17765717,12/26/2021 9:54,5/23/2022 1:06,1,0,0,0,,,
4496301,1/26/2015 21:01,4/4/2025 13:27,1,0,0,0,,,
3952454,8/18/2014 11:11,3/10/2015 10:22,1,0,0,1,-1,40,3
8450958,8/11/2017 12:57,8/13/2017 18:25,11,0,0,1,1,62,2
12410227,11/21/2019 12:19,2/19/2020 10:07,1,0,0,0,,,
16643925,8/11/2021 18:48,8/11/2021 22:01,1,0,0,0,,,
14696707,11/24/2020 5:19,3/8/2024 21:31,21,0,0,2,2,319,2
17712562,12/19/2021 0:51,12/19/2021 2:11,1,0,0,0,,,
27651868,10/6/2024 8:01,10/6/2024 8:01,1,0,0,0,,,
29601633,2/11/2025 16:35,2/11/2025 16:35,1,0,0,0,,,
25727714,6/25/2024 20:14,7/18/2024 13:09,1,0,0,0,,,
26861726,8/17/2024 21:57,3/17/2025 12:19,1,0,0,0,,,
26570736,7/30/2024 9:05,7/30/2024 10:50,1,0,0,0,,,
18455261,3/13/2022 16:17,11/23/2022 14:06,1,0,0,0,,,
27799842,10/14/2024 19:33,3/24/2025 16:27,1,0,0,0,,,
21585881,4/7/2023 3:26,4/7/2023 4:58,1,0,0,0,,,
23304821,1/26/2024 23:02,1/7/2025 22:21,1,0,0,0,,,
19709714,8/7/2022 6:20,9/23/2022 16:02,1,0,0,0,,,
8574093,9/7/2017 10:42,9/18/2024 10:24,1,0,0,0,,,
29587094,2/10/2025 18:19,2/10/2025 18:19,1,0,0,0,,,
26686725,8/7/2024 22:13,8/25/2024 7:57,1,0,0,0,,,
5975407,2/24/2016 15:28,6/13/2018 14:40,1,0,0,0,,,
3163165,1/5/2014 18:14,8/27/2019 22:00,11,0,0,1,1,,0
14549847,10/30/2020 15:15,10/31/2020 20:29,1,0,0,0,,,
17602885,12/6/2021 12:02,12/12/2021 10:51,1,0,0,0,,,
5783020,1/13/2016 7:55,2/5/2025 21:56,1,0,0,0,,,
16239614,6/16/2021 4:26,6/16/2021 4:26,1,0,0,0,,,
23564224,3/9/2024 5:03,3/17/2024 5:43,1,0,0,0,,,
28744437,12/12/2024 4:15,12/31/2024 7:29,1,0,0,0,,,
16791543,8/30/2021 23:04,4/5/2024 17:54,1,0,0,0,,,
20542283,11/18/2022 18:30,11/18/2022 18:30,1,0,0,0,,,
23735452,3/22/2024 12:25,11/15/2024 13:30,1,0,0,0,,,
17150472,10/14/2021 12:50,10/14/2021 14:42,1,0,0,0,,,
24676626,4/25/2024 13:15,10/25/2024 20:45,1,0,0,0,,,
12739331,1/18/2020 21:45,2/27/2025 16:04,1,0,0,0,,,
14800333,12/10/2020 10:16,12/13/2020 8:55,1,0,0,0,,,
8929668,11/12/2017 21:43,8/20/2022 9:53,19,0,0,2,1,188,11
3084566,12/9/2013 21:28,5/10/2015 12:18,1,0,0,0,,,
16385423,7/5/2021 16:51,7/5/2021 16:51,1,0,0,0,,,
22075774,6/15/2023 1:29,1/26/2024 4:50,1,0,0,0,,,
9075947,12/9/2017 9:58,12/22/2022 3:01,13,0,0,7,-8,911,16
9414128,2/26/2018 15:18,11/19/2023 12:08,1,0,0,0,,,
25482644,6/8/2024 14:34,6/8/2024 14:34,1,0,0,0,,,
6141922,3/31/2016 20:11,4/29/2016 8:30,1,0,0,0,,,
11298381,4/2/2019 9:04,8/1/2019 0:08,1,0,0,2,0,83,1
29060090,1/5/2025 11:39,1/5/2025 11:39,1,0,0,0,,,
22785783,10/23/2023 0:43,10/23/2023 0:43,1,0,0,0,,,
20131871,9/30/2022 15:22,9/30/2022 15:22,1,0,0,0,,,
27554647,9/30/2024 16:23,10/10/2024 3:51,1,0,0,0,,,
3206201,1/17/2014 10:32,1/22/2014 15:21,1,0,0,0,,,
21390996,3/13/2023 17:27,3/13/2023 17:27,1,0,0,0,,,
24881826,5/5/2024 17:54,10/12/2024 17:23,1,0,0,0,,,
7771869,3/27/2017 4:02,3/27/2017 4:02,1,0,0,0,,,
24163345,4/9/2024 16:39,2/2/2025 21:22,1,0,0,0,,,
24247279,4/11/2024 17:41,4/12/2024 7:05,1,0,0,0,,,
24735216,4/27/2024 19:43,4/27/2024 19:43,1,0,0,0,,,
2599378,7/19/2013 12:03,4/28/2016 10:42,16,0,0,1,0,,1
16934637,9/17/2021 7:03,9/17/2021 7:03,1,0,0,0,,,
3245375,1/28/2014 16:22,5/9/2014 6:08,1,0,0,0,,,
13673458,6/3/2020 14:56,4/12/2023 10:21,1,0,0,0,,,
9706287,4/26/2018 18:18,4/26/2018 18:18,1,0,0,0,,,
13424035,4/28/2020 9:31,8/12/2020 13:39,1,0,0,0,,,
12869401,2/9/2020 23:55,10/6/2020 20:12,1,0,0,0,,,
19007856,5/1/2022 12:39,5/5/2022 17:18,1,0,0,0,,,
20290520,10/20/2022 10:02,10/20/2022 10:02,1,0,0,0,,,
5151038,7/24/2015 6:29,8/26/2015 6:20,1,0,0,0,,,
3344440,2/23/2014 21:42,3/25/2017 6:58,106,7,0,6,9,5507,6
23005768,11/29/2023 8:13,2/13/2024 6:27,1,0,0,0,,,
24460007,4/18/2024 7:49,9/4/2024 9:22,1,0,0,0,,,
29606473,2/12/2025 1:37,2/12/2025 1:37,1,0,0,0,,,
3258129,1/31/2014 16:39,3/22/2014 17:31,1,0,0,0,,,
28170896,11/7/2024 0:53,11/7/2024 0:53,1,0,0,0,,,
25364423,6/1/2024 16:34,6/1/2024 16:34,1,0,0,0,,,
23301831,1/26/2024 9:19,5/24/2024 14:33,1,0,0,0,,,
20135536,10/1/2022 5:48,10/7/2022 18:30,1,0,0,0,,,
20910079,1/2/2023 9:30,1/2/2023 14:15,1,0,0,0,,,
3958330,8/20/2014 1:01,1/21/2018 19:00,123,2,0,4,12,1707,8
24522837,4/20/2024 13:28,12/5/2024 3:10,1,0,0,0,,,
29325816,1/23/2025 5:49,1/23/2025 5:49,1,0,0,0,,,
21097390,1/28/2023 3:56,1/29/2023 10:06,11,0,0,1,1,49,1
28440313,11/22/2024 22:56,11/28/2024 16:23,11,0,0,2,1,19,1
19081469,5/10/2022 0:17,6/11/2023 14:33,1,0,0,0,,,
6849120,9/19/2016 13:47,2/28/2017 3:26,1,0,0,0,,,
27020763,8/26/2024 8:58,11/22/2024 14:49,1,0,0,0,,,
9412772,2/26/2018 10:35,5/16/2019 10:45,11,0,0,1,0,7494,6
15268853,2/23/2021 16:59,2/23/2021 19:02,1,0,0,1,0,33,2
12213141,10/14/2019 8:16,11/1/2019 15:59,1,0,0,0,,,
5869419,2/1/2016 19:23,2/27/2025 12:57,23,7,0,1,2,102,0
21187975,2/10/2023 14:48,2/28/2023 20:52,1,0,0,0,,,
884764,8/8/2011 20:18,8/23/2019 21:32,331,0,0,7,33,34961,6
27429065,9/24/2024 0:11,4/3/2025 23:09,1,0,0,0,,,
29384101,1/27/2025 10:48,1/27/2025 10:48,1,0,0,0,,,
16271861,6/20/2021 7:35,10/25/2021 7:30,1,0,0,0,,,
11777969,7/12/2019 22:51,12/18/2020 5:25,1,0,0,1,-2,52,1
24832563,5/2/2024 9:05,6/13/2024 13:23,11,0,0,1,1,30,6
15367533,3/10/2021 10:30,4/26/2022 22:45,1,0,0,0,,,
9451093,3/6/2018 12:08,3/6/2018 12:08,1,0,0,0,,,
9315848,2/5/2018 9:34,2/5/2018 9:34,1,0,0,0,,,
20339105,10/26/2022 11:49,10/17/2023 5:54,1,0,0,0,,,
5126123,7/17/2015 4:57,12/17/2024 15:46,1,0,0,0,,,
8705710,10/1/2017 22:24,10/4/2017 18:08,1,0,0,0,,,
26914848,8/21/2024 5:15,8/21/2024 5:15,1,0,0,0,,,
18256881,2/20/2022 3:04,5/30/2023 7:56,35,2,0,5,1,623,8
29956912,3/10/2025 6:19,3/11/2025 6:39,1,0,0,0,,,
7359615,12/31/2016 1:22,1/4/2017 8:41,1,0,0,0,,,
29423463,1/29/2025 21:20,2/4/2025 5:44,1,0,0,0,,,
17254219,10/26/2021 18:59,10/26/2021 19:42,1,0,0,0,,,
6798468,9/6/2016 3:36,9/30/2016 6:19,1,0,0,0,,,
27173073,9/3/2024 1:50,9/3/2024 3:22,1,0,0,0,,,
6125034,3/28/2016 15:43,3/28/2016 15:43,1,0,0,0,,,
25659028,6/21/2024 4:12,4/5/2025 19:36,1,0,0,0,,,
10790464,12/14/2018 10:50,1/6/2022 9:17,21,1,0,2,2,204,3
22475687,8/31/2023 6:53,8/31/2023 7:14,1,0,0,0,,,
11528121,5/20/2019 12:15,1/9/2025 16:38,1,0,0,0,,,
24095165,4/8/2024 3:44,4/8/2024 4:41,1,0,0,0,,,
15302785,2/28/2021 19:27,2/28/2021 19:27,1,0,0,0,,,
16183518,6/10/2021 6:26,6/11/2021 7:31,1,0,0,0,,,
18221866,2/16/2022 9:37,8/3/2022 14:58,1,0,0,1,0,,1
10683978,11/21/2018 6:01,12/10/2018 16:32,1,0,0,0,,,
7731821,3/18/2017 14:11,5/12/2017 0:44,3,0,0,1,0,82,0
16805670,9/1/2021 13:54,5/6/2022 8:16,1,0,0,0,,,
6761010,8/26/2016 10:21,9/5/2016 7:02,11,0,0,1,1,42,1
25808755,6/28/2024 12:51,6/28/2024 12:51,1,0,0,0,,,
14693213,11/23/2020 15:24,2/2/2021 16:03,1,0,0,1,0,373,0
5087031,7/6/2015 21:18,9/26/2016 18:51,142,4,0,7,9,1072,5
23779538,3/25/2024 4:04,3/25/2024 4:04,1,0,0,0,,,
3542494,4/16/2014 18:30,4/16/2014 18:30,1,0,0,0,,,
2789265,9/17/2013 20:48,9/17/2013 20:48,1,0,0,0,,,
18531075,3/21/2022 15:23,3/21/2022 16:12,1,0,0,0,,,
26658152,8/6/2024 10:50,8/20/2024 22:25,1,0,0,0,,,
27525503,9/28/2024 20:03,10/3/2024 10:01,1,0,0,0,,,
17457978,11/19/2021 15:06,11/23/2021 15:14,1,0,0,0,,,
28006984,10/27/2024 7:49,1/30/2025 9:53,1,0,0,0,,,
11647369,6/14/2019 10:22,7/10/2020 7:12,1,0,0,0,,,
13061734,3/14/2020 13:24,5/12/2020 11:50,1,0,0,0,,,
14366857,9/30/2020 10:26,9/30/2020 10:26,1,0,0,0,,,
25842237,6/29/2024 17:12,7/1/2024 13:26,1,0,0,0,,,
2233841,4/1/2013 22:13,4/11/2013 17:31,11,0,0,1,1,197,0
1391768,5/13/2012 4:04,8/3/2018 19:50,11,0,0,5,0,7937,13
12706577,1/13/2020 19:51,1/13/2020 20:25,1,0,0,1,0,383,0
25405426,6/4/2024 6:21,8/30/2024 5:37,1,0,0,0,,,
8526216,8/28/2017 7:59,5/6/2019 4:57,17,0,0,1,0,,2
3389720,3/6/2014 19:05,4/6/2017 9:28,1,0,0,0,,,
9151227,12/29/2017 0:13,12/29/2017 0:29,1,0,0,0,,,
18518046,3/20/2022 5:47,3/20/2022 5:47,1,0,0,0,,,
27315119,9/13/2024 13:07,12/12/2024 21:27,1,0,0,0,,,
24417583,4/17/2024 4:51,7/22/2024 0:38,1,0,0,0,,,
12812403,1/30/2020 9:04,1/30/2020 9:41,1,0,0,0,,,
25136325,5/20/2024 1:34,11/5/2024 11:38,1,0,0,0,,,
